Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
560286,B002UT92EY,A2DI6BJBHQUEO6,Ron Weible,1,2,1,1331769600,Blue Buffalo Wilderness Cat Food,"I felt that my 13 yr. old Siamese (Lester) with a sensitive stomach, sometimes overeating and throw-up problem would benefit from a  new ""Grain Free"" kibble.  After doing some research, I choose Blue Buffalo Wilderness over the Evo that I had been feeding for a few months (the Evo had major dust and I had to sift it before feeding..maybe 15-20% by volume).  Towards the end of the second BBW bag I noticed that Lester (and my other cat) were not eating their normal amount and their litter box wasn't as full.  Lester then was not cleaning up well after a #2, then in a couple of days stopped eating everything (even his daily wet food snack), we took him to a vet; blood work good, but x-rays show that he had large air bubbles in his stomach and upper GI.  He couldn't eat anything without throwing it up..nothing. The vet made no suggestions other than keep trying to feed him; and it was only after going to Petco and talking with their staff did we take action with a syringe, baby food (beef), electrolyte, and a high protein cat paste all slurred and injected every hour that we got him recovering after a few days.<br /><br />I can not be sure it was the BBW cat food that deteriorated Lester's health to very close to euthanizing, but I had not changed his wet food only his free choice kibble to Hill's Age Defying and he is back to normal now.  The Hills has grain, but the kibbles are smaller and easier to digest and I am suspisious of Blue Buffalo Wilderness and/or maybe that an older cat's system can not handle very high protein dry kibbles.  He was OK on Evo so makes me think that BBW was the problem."
152313,B000LKZD4W,AX8Z5VCFJOQB8,greenalg,0,5,1,1313625600,Slimy,We found this product to be a very slimy version of jerky.  Almost like a canned catfood.  We couldn't eat it.  The purchasing and delivery etc from the company was good.
152393,B000LKZD4W,AE2DACIUN78GX,AllenC,0,0,5,1291334400,OMG!!!!,"I just wanted to say that I picked up my first single serving of Primal Spirit Texas BBQ Meatless Vegan Jerky today at my local Home Economist while searching for Gluten Free products (I'm new at this so its an adventure everytime I go into the store!).<br /><br />Now, I am going to say that I am 100% Carnivore!! And I am a absoulte jerky fanatic as I've had it made out of Beef, Deer, Rabbit, Fish, Bison, Buffalo, and even Turkey Jerky!<br /><br />But I can honestly say, this was fantastic! It had a nice stringy texture, like actual meat. Was flavored nicely, a little mosit, and it left me wanting more!<br /><br />I'm glad I bought only one as I think I could have eaten several :)<br /><br />Also, love the fact its only 81 Calories, with 1g of Fat but still has 10g's of Protein!!"
88610,B000PMJLJO,A3CJW3AM6V6HI9,"Meme ""MAB""",1,1,5,1250985600,Original Beef Steak is muchbetter than any bagged jerky,This is a sooo much better snack than crackers or chips.  I have blood sugar issues and a protein snack is just what I need.  I also quit smoking in Jan. 2007 and am still smoke free thanks to Jack Links 2 oz. Original Beef Steak.  I honestly love them.
310122,B008EM51FA,A2DJAEWN4OLCFP,Atheena,0,0,5,1315612800,I love Ginger any way I can get it.,"One day my mother in law sent me over some of these packets.  I was hooked with the first Packet.  I have a hard time with hot things.  The rest of my family could not tell the burn it gives.  They even like to just pour them into their mouths and let them dissolve.  The more of It I drank I finally got to where I can drink the whole packet now.  My doctor has taken me away from cream so my morning coffee was just horrible.  I now put one packet of this in my cup then put in a K-cup of my favorite coffee and wow what a wonderful spicy wake me up.<br /><br />I am a diabetic, and someone who does not like to eat.  So getting that little boost of sugar and honey first thing in the morning gives me time to get my breakfast ready.  I have low sugar and my doc is trying to get me to eat at least 1000 kilo/calories to 1400 kilo/calories.  Which is hard to do when you mainly eat raw vegetables and fruits. So for me.  This is a fast way to get my blood sugar up and stay up long enough for me to get some food in me.<br /><br />I know one person complained about the calories.  It does have 18 carbs per packet.  But the Ginger is good and very strong which works very well for settling my stomach. I used to have to take phenergan for nausea now a cup of this and I am good.<br /><br />I hope you enjoy this as much as we do.<br />Atheena"
442269,B0030HSFW0,A2R95X5EO17JIO,"D. Ferreira ""Scorpio Artist""",12,12,5,1301529600,FIRST TIME...,"Made sausage today for the first time.This casing was super easy to work with,I soaked in warm water for 30 minutes,rinsed inside a couple times and went on to stuffing them with pork,garlic and a blend of spices.I oven roasted some of the sausages tonight,and it was so delicious!!I am very pleased with the casings,and my kitchen aid grinder and stuffing tube."
215443,B0014X5O1C,A1RAUVCWYHTQI4,A. Ross,14,17,3,1210118400,Fine -- But Not Clementine,"I was pretty psyched to be able to try a case of this ""sparkling juice"" out, since during the summer I drink a fair amount of juice mixed with soda water. Also, I grew up in North Africa, where the clementine grows in abundance, and I was looking forward to revisiting a taste of childhood. On the pro side, the packaging is attractive, the 8.4oz can is a really handy size, and there's no added high fructose corn syrup. On the con side, the much-touted ""fortified"" aspect consists of 10% of your daily Vitamin C, B6, and Niacin, so great big deal there. Also, the carbonation isn't as strong as I prefer, although I will grant that this is a very subjective personal thing. Straight out of the can, it feels a touch flat to me. Finally, the biggest con of all -- there's no clementine juice in it! When I cracked the first can open and tried it over ice, at the end of the glass I thought, ""Hmm, kind of like clementine, but not quite."" Then I looked at the label and saw that 's a blend of white grape, apple, lemon, and orange juice concentrates! Well, nice try Izze...but no cigar. Ultimately, it's something I'll keep around to use as a mixer with vodka, but not that tasty to me on its own. And frankly, I find the labeling of it as ""clementine"" totally shameless and off-putting."
442291,B0030HSFW0,A3Z1GS28NYL7Z,Agi Witt,2,2,5,1330992000,Great!,"Great product. About 1-1.5 yard length pieces which I found perfect, as they don't become all tangled up. I highly recommend it."
540247,B0006SDRRE,A3K4CRMOYRX766,Terry L Smith,0,0,5,1223856000,always godd,Market spice tea is always delivered promptly in my experience.  The tea is fresh in airtight foil packs and when steeped permeates a room with an enticing fragrance.  There are times I steep it just for the inviting aroma.
442311,B0030HSFW0,A23SWO0UYW0ZUW,WildernessBob,0,0,5,1350864000,The right length and easy to uise,"If you are making sausage and need natural casing, you can't go wrong with these. You have preparation needed like soaking them in fresh water for 30 minutes before rinsing the salt off, but they are clean and easy to install on the sausage tubes. These are a quality product. We will buy more in the future."
233165,B007TJGZ4A,A3PWOASCVEQNWC,KGordon,0,0,5,1332720000,Delicious!!,"This coffee is amazing, it is absolutely delicious!! And it was a very good price, some K-cups can run a bit pricey but this was a good deal especially since it had 18, most boxes for this price are only about 15 cups."
215517,B0014X5O1C,A25CZCHLNH3OMO,Mrs Baldwin,0,0,4,1209945600,Excellent substitute for regular orange soda!,"My husband, who is not too fond of orange soda in general, tried the Clementine soda with me. I liked it right away, but he had to drink almost a whole can before he said it started to grow on him. He put a little soy milk in it and said that tasted really good, like an Orange Julius.<br /><br />I was glad to see so many natural ingredients - no artificial colours or flavours - although I can't seem to find out exactly what the ""ester of rosin"" is. That concerns me a tad. I was also glad to find that ""sugar-free"" did NOT mean that it had aspartame or saccharin in it.<br /><br />I did find it very comparable to Hansen's sodas, which I also really enjoy. I sampled some of the Izze chilled as well as at room temperature. It is good both ways, but has MUCH less of the acidic, generic orange soda taste when at room temperature.<br /><br />We did find it had a very strong grapefruity flavour, which we think might come from the white grape juice that heads the list of fruit juices (orange is the fourth - !)<br /><br />I enjoyed it and would recommend people to try it, although I'm not really planning to make a habit of buying it all the time either."
268335,B0040K41MY,A1VUHTQ6GC4LH,"Diana E. Carroll ""dbang-mom""",0,0,4,1340236800,two out of three kids like it,"It's made by the same folks that make the very sweet organic cereals like Gorilla Munch so I expected it to be excessively sweet, but to my surprise, I found it a bit less sweet than most granola.<br /><br />It's a mix of granola-like chunks and cereal-like flakes, with a mild vanilla flavor.<br /><br />One kid was meh, two were enthusiastic."
268264,B0040K41MY,A3VJ27010XUWTF,"C. Wong ""Book worm""",0,1,3,1338422400,Good for people with gluten intolerance and not so good for Pre-diabetics,"I have never written a review for cereal so here goes. I have enjoyed eating several different cereals made by Nature's Path.<br /><br />The price is a little high for me but I am excited to the company's committment to be organic ingredients and having a great source of fiber and very desirable ingredients such as flax, amaranth, quinoa.<br /><br />It tastes like it has a bit too much vanilla. I would prefer less pronounced flavors. The vanilla taste goes very well with bananas but sort of clashes with the strawberries and blueberries that I usually but on my cereal. I usualy eat cereal with greek yogurt and it seemed to go well with it. I will mix the rest of the cereal with another without so much flavor. I do love buckwheat and wouldn't mind more of a buckwheat flaver. Not so sure that I like to think that I am eating vanilla cookies when I am eating cereal.<br /><br />The sugar is 7 grams which is just a bit too sweet for me as I am a prediabetic. Cane sugar and molasses, even if they are organic are not great for diabetics and others who need to watch their carbs. I would like to suggest to the company to add a little banner on the cereals that are best for diabetics and pre-diabetic. I think that would be very helpful and might increase their sales.<br /><br />The nutritional pluses are many, this cereal is very low in fat, 1 gram, has no chloesterol, the sodium is 130 mg which is pretty good. But since I am seeking more fiber, I would pick one of the other cereals they make over this one because the fiber is only 3mg, it is too sweet for me and I need a higher protein cereal."
152374,B000LKZD4W,A10QVHHPD3GY6R,moose_angel,0,0,4,1337212800,The Best I've Found So Far,"Okay, these are pretty darn tasty.  I have tried several different brands of veggie jerky, and so far, these are my faves.  I've tried several different flavors (Texas Barbecue ranks at the top of my list), and they're all pretty good.<br /><br />They are pretty moist, almost to the point of being a little saucy.  They can be just a bit messy to eat, but the benefit is that they are GREAT to eat on a sandwich!  Terrific by themselves and amazing on bread... makes me smile.<br /><br />The packaging can get a little frustrating.  They are serrated at the top, so in theory, you should be able to tear the edge and open the entire package along the side of the strip.  Unfortunately, it doesn't exactly work that well.  A lot of times it will rip off and make it difficult to get the strip out of the package.  I just use scissors now.  Just a minor complaint.<br /><br />But seriously, these things are delicious.  Even my carnivorous friends like them (and it's usually impossible to get them to touch a substitute).  Definitely recommend!"
215460,B0014X5O1C,A50MME5YW1YGB,"Scott Chamberlain ""Historian and archaeologist""",1,1,4,1213833600,Great summer beverage,"In general, this stacks up pretty well compared this to the well-known, similar drink Orangina.  Orangina seems to take its inspiration from sparling water, while this one seems to have Orange crush as its point of reference.  Izze is slightly sweeter and slightly ""heavier"" than Orangina.  Is this bad?  Not at all--it's still refreshing and a perfect companion for a cookout.  And with its vitamins and such, might stick with you a little longer.  Enjoy!"
128211,B00014IVPQ,A3D8N960KRW6NT,Anil Nanda,0,0,5,1350518400,love it,"I use this on myself and both my small kids, literally from head to toe, after every bath.  Keeps us moisturized without any greasy feeling.  And it smells great too!"
233180,B007TJGZ4A,AZK71O06GHS3D,N. Zimmer,0,0,5,1324598400,Great Flavor,This is a perfect blend of coffee and hazelnut flavors with a good body. It makes other brands appear tasteless.
152301,B000LKZD4W,A3428QCT9AR1YO,"Patricia L. Rattay ""scifigal""",0,1,5,1260057600,Fantastic taste,This item is delicious and a great way to have more protein in my diet.  So good that I have ordered more.
165521,B001QE7J2G,A2ZEW2KJ76TSMA,bryzguru,0,0,5,1300492800,"good stuff, less farts",good quality product. cheaper and easier to get from amazon than local pet store. switched from merrick because dogs had terrible gas. this has a great ingredient list.
310075,B008EM51FA,A3PKHWJOFP9DYO,"Neva Maree ""picky shopper""",9,9,5,1264982400,Peaceful and soothing,"I love this product and I share it with my family and co-workers.  JVS by way of Amazon is the best there is for online purchase and I will definitely continue to buy from them.  I am currently preparing for my third order in as many months.  Great for upset stomach, sore throats, stressful days and cool nights.Make it hot with water or milk to take the chill out!"
442324,B0030HSFW0,A36PQDZPYXY6MK,G. Gunderson,0,13,1,1327536000,"Product of USA, China and Europe","I like to know where my food is coming from.  Who knows where these are from, since they barely tell you."
501074,B000YVGMZW,A3KGHQ7CFZ3XNE,Vince Bentivegna,4,4,5,1259539200,best tuna,"this is the best tuna i have ever had,not like the american tuna that is like mush,this tonno is solid pcs that taste like tuna"
165531,B001QE7J2G,A21DU12R94VZP5,"Andrew W. Newsom ""anewsom""",0,0,2,1235088000,Another bad reaction. Why risk it?,"We adopted Penelope, a 6 mo. old min pin hound mix, a couple weeks ago. We decided to switch her from Purina Pro Plan w/ Shredded Chicken to a premium food. After reading many conflicting reviews on this site and elsewhere, we decided to try Canidae. My sister feeds Canidae with great results and, at our local pet store, it is the cheapest of the premium foods by a narrow margin.<br /><br />We mixed only a little Canidae into Penny's kibble. My guess is about 6-8 pieces or 1/12 of her total breakfast/dinner. We watched her very closely. Within a day, we noticed some changes. First of all, she lost a little focus in training, seeming a bit more confused than usual. No biggie. She also sneezed a few times (she has never sneezed before). More importantly, though, we noticed that she started to nibble and chew on her feet. This continued sporadically for another day and half. It wasn't constant or serious. She didn't seem agitated and she didn't bite her feet to the point of redness or bleeding. Still, it was VERY clear that this was caused by the change in diet (nothing else in her routine changed) and this was only with 12-16 pieces of Canidae per day. Having read the reviews of Canidae's new formula, we had known that this might happen. We made the decision to switch right away.<br /><br />After a lot of research, we decided to try Solid Gold Hund-N-Flocken for Puppies. We mixed in the Solid Gold at the same proportions as the Canidae. The nibbling stopped immediately. No sneezing, either. Her focus seems to have improved as well, though I can't completely credit that to the food because puppies have on and off days. Still, it is clear that the more serious allergy problems have been resolved.<br /><br />If you've done any research on dog foods at all, you already know that finding the right food requires you to go beyond the ingredient list. Some foods just don't work with some dogs, however good they look on paper. Indeed, I am convinced after many hours of reading reviews that NO food works for ALL dogs. That said, it is clear that many, many more people have had problems with the new Canidae formula than they have with other premium or super-premium brands. Who knows why (Canidae claims the new formula has no changes that could account for allergies), and who cares? Feel free to try Canidae for your dog, but watch him or her very closely. Or, better yet, do what I wish I did, and just start with a different brand. There is nothing special about the Canidae ingredients list, so why risk it?"
128200,B00014IVPQ,A25Z4AC0CMXJ6H,munawt,1,1,5,1299801600,good product,This is real coconut oil. The smell is not too strong and the oil is pure goodness. I think its suitable for cooking or other none culinary uses. I like that the container is glass bc I need to melt the cococut over and over  before using it (so no worries about plasticisers migrating in the oil). The only thing is that i would like to see coconut oil jars with smaller openings to avoid having dirt go in it.
128207,B00014IVPQ,ABN7J8TN4PD5T,"Editor Bill ""Bill""",1,1,5,1239494400,quality coconut oil,"This is a good quality extra virgin organic coconut oil. I'd suggest getting the large size, though."
215457,B0014X5O1C,A1DJV0XTCCSZ8F,Nan,2,2,5,1228003200,Low carb substitute for soda,"Excellent product. Clementine juice and fizzy water, low enough carb that a diabetic can drink one now and then!"
549837,B004779XNW,A7H5VHKNPGLXA,SusanJElliott,2,2,5,1233964800,The absolute best,There is nothing so good as Dark Magic.  I wasn't that crazy about it when they changed it to be stronger a few years ago but now I like it.  I keep my Keurig brewer at the smallest cup setting and use 2 Dark Magics to fill a cup.  It's heaven.<br /><br />My husband likes coffee water (as someone in a review labeled it)and he goes for the Breakfast Blend on a larger cup setting.  But that is the wonderful thing about K-cups.  You can each have what you want.
128171,B00014IVPQ,A3M3OM116MJ1K0,"Jeffrey L. Head ""The Headster""",7,7,5,1265068800,Great,We use this to cook in to get away from trans fatty acids.  This adds a pleasant taste to the food too.  We love it in our stainless steel pans.
233336,B007TJGZ4A,A2Y1GXADVJG3O1,hapegirl,0,2,1,1278633600,Not available in Oki,Will not ship to FPO AP address! So frustrating being a military spouse additcted to my Keurig. I have to find a place that will ship me the K cups or my $299 coffe maker is useless for the next 3 years.
215511,B0014X5O1C,AGV0RUQJHFW3S,cortezhill,0,0,5,1210636800,"Izze Clementine Sparking Juice, Grapefruit Sparkling Juice","In a ""Supersize Me"" world Izze should be applauded for bucking the trend and marketing an 8 oz. drink product, which is a much more sensible size than the quart size or larger products crowding the shelves. I gave a can of this drink to a friend of mine who commented that they enjoyed the sparkling water mixed with the juice. On the other hand, I prefer a sweeter orange juice. This, to me, had a dull taste that reminded me of eating a frost burned orange.<br /><br />I thought the grapefruit juice was very tasty. It is on the sweet side and reminded most of Ruby Red grapefruit. I think if I was at home mixing this juice from concentrate instead of buying the concentrate premixed in a can, I would use less water."
540246,B0006SDRRE,A2IYL6JNRTBKJ3,S. Newton,0,0,5,1229212800,Wonderful tea!,"Excellent product, warm & flavorful. Would recommend it. Shipping is a tad bit slow - took 2 weeks to process order and receive.I'll just remember to order it sooner, I guess. Postage not excessive to Alaska."
268338,B0040K41MY,A1E5WXNTI7EO2A,S. Brooks,0,0,3,1340236800,A bunch of different cereals in one box,"My sister-in-law is gluten free so I'm always on the look out for products she can eat whenever she comes for a visit. As more and more people are developing gluten sensitivity, it's nice that companies are producing more products that are gluten free. The cereal tasted pretty good. It has a hint of sweetness and vanilla. Honestly, it seemed a little bit like cereal on steroids, there were flakes, rice puffs (think rice crispies), little balls, etc. It kind of seemed like someone went through a cereal bar and just added a scoop of everything and mixed it up in the same box.<br /><br />I'm not sure that I'd buy it again though. Flavor-wise it was decent. It wasn't my favorite, but it wasn't bad. I liked that it's organic and G-free."
165897,B0009F3SA0,A3410ECMG7X7WO,S. Pohedra,10,10,5,1229904000,Excellent tea,"I drink Yogi Bedtime Tea before going to bed because it relaxes me and helps me fall asleep.  If the noisey neighbor wakes me up at 3:00 am, I drink some of this tea and can get back to sleep.  Otherwise, I toss and turn for hours."
501098,B000YVGMZW,ARYER60CVYGJK,My review,1,1,5,1278374400,"Excellent product, excellent price","Perfect smaller size for lunch. Generous serving if being used on regular sized bread for a tuna sandwich. I like to put it on top of a simple spinach salad or roll it up inside lettuce leaves for a fast, healthy meal. Really great taste, far better than the Starkist I used to eat before I found this -- and cheaper per ounce too! The taste is a little more salty than usual for canned tuna, but I like that. Of the four people in my household, two us like this tuna better and two of us don't calling it too salty. There is minimal olive oil in the can but as I always squeeze out the excess oil, letting it pour down the sink before taking out the tuna, I like the less oil too. I used 'subscribe and save' and this will be the tuna I eat from now on (unless the price increases dramatically). It's nice to have pantry staples delivered to my door on a regular basis, thanks Amazon!"
268358,B0040K41MY,A2MZXLN9TLP1R4,GLBT,0,0,4,1339545600,"Sweet, but not obnoxiously so...","This cereal has a nice crunch to it. When you soak it in milk, all the different parts soften to around the same level, so you don't have that one hard little kernel of a piece that sticks in your teeth.<br /><br />Further, it tastes good. Sweet, but not obnoxiously so, this is a mighty pleasant cereal.<br /><br />It's the kind of cereal that you would gladly introduce to a friend or invite to visit you in a cabin you've rented. If this cereal were music, it would be some early Elvis Costello, or maybe that ""California"" song they used to play at the beginning of The O.C.<br /><br />It's joyful in that same kind of way."
442287,B0030HSFW0,A2TPJYGF1FVL4L,"M. L. Trivett ""CookieT""",5,6,5,1317686400,Natural Hog Casings,"Eastman natural hog casings are a fine product at a reasonable price. They are salt packed and will keep sealed, under refrigeration for a year. Easy to work with and the only downside is the kinda funky smell....but consider the source. Good to have an online source for those of us in the hinterlands."
540216,B0006SDRRE,A3K0UCUZGTU91J,"E. Dunham ""climbin'/runnin'/writin' woman""",2,2,5,1112832000,The best tea I've ever had - and I've had lots!,"A friend of mine who visited me from Tacoma brought me a box of this tea, and I've been hooked ever since. In the days before the Internet, she'd have to send me boxes and I'd hoard them. Thank God for the WWW and thank GOD they're on Amazon now.<br /><br />I even took this tea up with me on Mount Rainier -- when nothing else tastes good at altitude, this did.<br /><br />Sweet, spicy... it can make me smile on even the grumpiest day!"
549759,B004779XNW,A1BI6QBSVALQOF,sheilab,0,0,5,1311033600,bunnell,"This is great coffee. Not wimpy. Nice and strong but not bitter. Both my husband and I like it. We HATE watery coffee, why bother. This is definitly one of the best."
310114,B008EM51FA,A39S2GWPLQJKVF,Ajb,0,0,5,1330819200,Yummy and Potent!!,This is a delicious tea. my whole family is drinking it now and its all natural ingedients.<br />great for cold night as you sip this warm potent tea. You feel its killing all your throat bacteria!
540242,B0006SDRRE,A3V7H58PSJE7EJ,"Leenies ""Leenies""",0,0,5,1238889600,Market Spice Tea,Market Spice tea from the Seattle Pikes Market is absolutely the best.  Been drinking it for years & still love it.
152348,B000LKZD4W,A1CBFUH6ABI7ZM,D. brown,1,1,3,1312934400,"Decent, but a little odd","I didn't read the ingredients carefully enough to see that these are gluten-free. Wheat gluten adds a jerky-like texture to vegetarian jerky, which is missing here.<br /><br />The strips are wet -- not moist -- but wet. Additionally, the Hickory Smoked Soy flavor was waaaaay too sweet and reviewers have said that about other flavors as well.<br /><br />I'll finish the box I purchased, but I probably won't buy more."
549749,B004779XNW,A20HNW5JWZAT32,J. Wright,4,4,5,1308096000,Delicious Dark,"I love this coffee!  It's the next best thing to espresso.  If you like your coffee strong and dark, without being bitter, this is for you."
88607,B000PMJLJO,A2WUQYHSFXNUGH,B. Alexander,1,1,1,1327622400,One of my worst Amazon purchases,"I bought 2 boxes of these at the same time thinking I was getting a better deal than buying from the gas station. The first few I ate I didn't have any problems with. Since then, they either have mold or have been so hard that I cannot take a first bite through it (sidenote: I am an avid carnivore). They need to step up their quality control before selling this."
165530,B001QE7J2G,A105BOR5D5S7CJ,ARL,0,0,2,1235606400,"After feeding for 5 years, we're done","We fed Canidae to our two dogs for almost 5 years--they always ate it eagerly, never had stomach upset, and got raves from the vet for their muscle, weight, and coats.  It *was* a 5-star food.  But last summer we opened a fresh bag of kibble (same exact packaging bought from our usual store) and immediately noticed it was much lighter in color than previous bags, but we fed it anyway. Within a day our Aussie, who has a bulletproof stomach with absolutely no digestive issues, began to have horrible gas, softer stools, and really loud, liquidy gurgling noises in his abdomen.  We continued to feed the entire bag, thinking that he'd adjust to it eventually because our other dog was fine.  Well, our Aussie never did adjust to it; he spent a month having those symptoms, and we dreaded mealtimes because of the stench and sounds he'd create.<br /><br />The kibble in the next bag we bought was the old normal shade of brown, and our Aussie's stomach noises, soft stools, and awful gas went away practically overnight. But by then I was hearing and reading that Canidae had developed a new formula that was making dogs sick. The stories about people whose dogs got *far* sicker than ours, and the dodgy responses that those long-time customers got from Canidae when they called to complain about the unannounced change, made us decide it was time for a new dog food.  We went with Healthwise, a premium kibble made by the same company that makes Innova, California Natural, and Evo.  It's not worth it to continue to be loyal to Canidae and to risk our dogs perhaps getting as sick as many others have.  Read Canidae's new formula horror stories at consumeraffairs.com."
310107,B008EM51FA,A3OTIR56OYMEIL,AllyM,0,0,3,1349827200,Not for super sensitive stomach,"I was so looking forward to enjoy this tea and was imagining how wonderful it would be to have a cup of hot sweet ginger tea in the coming winter....unfortunately my stomach was not up to the `task'.  I have a sensitive stomach and get heartburn and acid reflux if I drink coffee or most of the over-the-counter orange juice.  I thought it's safe to drink this ginger tea but I ended up having mild heartburn every time after I drank the tea (even use just half bag of the powder).  And the same condition occurred after all three attempts, so I had to give up...  I did find out that I am ok with drinking the home-made ginger tea (three slices of ginger in boiling water and some sugar).  I would still recommend this to people with no stomach problems!!"
128243,B00014IVPQ,A2OT3TCM9W7DV4,Jeanne,0,0,5,1287532800,wonderful oil,"I use this oil in alot of things, even in making pie crust. It will make things taste like coconut, but we like that flavor. Also good in cookies as it makes them crunchy and a nice texture. I would not recommend using this for Chinese stir-fry however. Try this oil in cookies with the M&M coconut flavored type and add some regular chocolate chips with it!"
560254,B002UT92EY,A2OYSVJTLDNZRA,UFOqueen,2,2,5,1318896000,"The ""girls"" love this.",Both our cats love this.  One will no longer eat her soft food - a side treat for them.  Their coats look great also.  I do recommend to others that want a healthy diet for their cat.
128235,B00014IVPQ,A2H40QBLWUWPHT,"Jim ""Electronics Engineer""",0,0,4,1325808000,"Good Product, Well Packaged and Shipped in a Timely Manner",Product is exactly as advertised ... maybe slightly larger and heavier than I expected (like a thick motor oil).  Packaged well for shipping.
540251,B0006SDRRE,A2OY16ELBTYZZ6,Layla Marie,0,0,5,1207353600,Spicy and yummy,"This tea is awesome!  My favorite way to have this tea is steeped with fresh mint from the garden.  It has a strong cinnamon and spicy taste, which I love."
268233,B0040K41MY,A35W3JQYP0M655,"Ambergris ""John Thomas""",0,0,2,1338681600,No Sale...,"I must confess upfront I am not a nutritional nut when it comes to cereal.  If I ate cereal every day I would be more selective I suppose.  But truthfully I only eat cereal on occasion when I get the hankerin' for it.  So I pretty much go with what tastes real good.  That being said I am not immune to the idea and benefits of a nutritional breakfast cereal, especially if its both good for you and full of flavor.  Unfortunately this Natures Path blend doesn't cut it for me in either respect.  There are not only cereals out there that are better for you, but I also have to agree with many of the other reviewers here that say that this cereal carries a sort of sour aftertaste.  In fact I will even go as far as to say it starts out with one.  The vanilla flavor is so abundant that it tends to create an artificial taste that is not at all pleasant in my opinion.  Also, this cereal seems to take an abnormally long time to soften as well.  It stays rather overly crunchy right up till your bowl is just about empty.  That doesn't help the cheap, overpowering flavor of the vanilla or whatever it is since it remains undiluted through most of your meal.  In conclusion, although the price of this stuff is not all that bad as good-for-you cereals go, I would opt for Honey Bunches of Oats or some other brand over this stuff if nutritional cereal is your favor.  This Natures Path stuff is unfortunately a no sale for me..."
560239,B002UT92EY,A1QQHFFI1FNFWK,David M. Germaine,29,32,2,1297036800,Formula change. IT NOW HAS GRAINS,"I loved the food for my cats as you can read below. However when it came time for me to buy another bag I read the ingrediants again, something I do to make sure there were no chnages.  I was concerned as my cat with the Yeast on her skin had started getting it again.  To my dismay I read that Oats has been added to the formulation.  WHat it it that Blue Buffalo Doesn't understand that Oats is a GRAIN and they can't now call the formulation GRAIN free.<br />I hve had to change to another brand of cat food.  Shame on you.<br />I have 2 Ragdolls. One is 3 years old. SHortly after I brought her home as a kitten she developed yeast growind on her skin. It was on her face, eyes and mouth. I took her to many vets even a dermatologyst who charged a fortune and none could figure out what she had. I had used a grain litter as it seemed like the healthy thing to do. I changed her bowl from plastic to ceramic to stainless steel and nothing made a difference. I would spend an hour a day cleaning and blow drying her.  It had spread down to the area where a mane would grow and she lost fur wherever it was.  My vet took in a new partner who reacted in horor when he saw her. He did a scraping, sent to the lab and found it was yeast. All the other expensive tests that were done never showed yeast.  I started her on a grain free diet that helped a lot but after a year all of a sudden it got worse again. The manufacturer changed the ingredient. I tried a few other products and after a short time the same thing happened. Grain free was no longer really grain free. For some reason the companies didn't know that wheat is not the only grain out there. Oats, was added and some other grains. I was at a loss and dthen I saw Blue Buffalo's Wilderness.  I tried it and as each day went by her yeast growth would get less.  It took around 2 weeks for the other foods to get out of her system.  SHe now has just a tiny amount of yeast around her mouth and her fur is growing back.  Her tail the was once goreous and then sparsly covered with fur is becoming beautiful again.  I only have to wash her mouth area every 3 days to remove the yeast, instead of the hour a day I used to spend.I think if the flax was taken out she would be yeast free as flax is a grain. I am thrilled with the difference as is my cat. My vet wanted to know what I did and he told me that most cat owners end up putting their cats to sleep as they can't deal with it. I also changed to a pine litter over a year ago which helped somewhat.<br /><br />My other act developed crystals in her urine which then became sludge.  THe vets flushed her bladded but it didn't help. She was getting cortisone shots to help with the swelling of her bladder and the bleeding. I told the vet to biopsy her bladder which is surgery and he cleaned out her bladder. The pathology report said she has cystities.  He didn't like giving her the Cortisone as it has bad side effects. I didn't like it either but she would stay in her litter box all day when she would start bleeding and did not feel good at all.  It would take the con around 3 days to work and then she would be o.k. for around a month, then 3 weeks and then after the surgery it started again after 2 weeks.  I told my vet he would have to put her down if this kept up.  She is only 2 and this started when she was 1 1/2 years old and was my favorite pet.<br />He gave her a shot of cortisone and I told hin we would see how long it lasted before she would start bleeding again. The food I had been giving her had Soy in it and she was getting a hypoallergenic treat that had SOy oil in it.  I noticed that she would get worse when I would give her the treat.  I ahd swithced to the Blue Buffalo for my other cat and it had not Soy in it and I stopped the treats.<br />It is nwo 7 weeks since she had any bleeding from her bladder. I stopped the soy when the vet told me she had cyctities as I know Soy gives cysts to women due to it have plant estrogen in it. The vet had given me<br />foods that were expensive to try that were made specificly for the crystals and she wouldn't touch them. SHe had become an obese cat that didn't want to do anythin when she got sick. SInce she had the food change she lost a lot of weight and is a playful happy cat again.<br />I hope Blue Buffalo doesn't change the ingredients ( except perhaps to take out the flaz)as it has saved the life of my 2 cats that I love dearly.<br />No more yeast, no more crystals, sludge or cystities.<br />I told my vet whta I had figured out and one has called me to ask me what I had done for the yeast as he had a cat that had it and he had to put down cats whose owners couldn't deal with it. I hope other cat owners who have these problems would try WIlderness and see if it helps their cat. Thank you Blue Buffalo.<br /><br />WHen I told him she was doing well he told me he should send his patients to me when he can't cure.<br />Update 5/12 .  THe cats have been on the food since December. Both are doing beautifuly. THe one with the yeast on her body and severe loss of fur, now has a beautiful coat. She is no longer hiding 24/7.  SHe is a happy cat.  The one with cycstitis and sludge is as happy and healthy as can be.  If I hadn't tried this food she would have been put to sleep months ago.  Please keep the formula you are using.  A very greatful cat owner."
